degradation_time_days,weight_loss,study_id,instance,phb_initial_mol,phv_initial_mol,degradation_condition,degradation_mechanism,additives,t_deg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,experimental_scale
134.0,66.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
140.0,74.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
145.0,81.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
150.0,87.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
163.0,88.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
178.0,88.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
199.0,89.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
222.0,90.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
241.0,90.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
258.0,92.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
279.0,92.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
298.0,93.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
317.0,93.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
333.0,94.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
350.0,95.0,18.0,5c,88.0,12.0,aerobic,microbial_enzymatic,yes,27.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
10.0,1.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
15.0,1.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
21.0,1.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
26.0,2.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
28.0,2.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
33.0,3.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
40.0,3.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
45.0,3.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
51.0,4.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
55.0,4.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
61.0,4.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
70.0,4.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
79.0,4.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
84.0,5.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
92.0,5.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
100.0,5.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
104.0,6.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
108.0,6.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
111.0,6.0,18.0,1d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,10.0,no_additive,0.0,no_additive,0.0,ribbons,bacteria_dominated,large
39.0,24.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
50.0,40.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
63.0,48.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
78.0,55.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
84.0,66.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
90.0,73.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
95.0,81.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
98.0,88.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
115.0,91.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
133.0,96.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
150.0,99.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
171.0,99.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
350.0,100.0,18.0,2d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,50.0,no_additive,0.0,ribbons,bacteria_dominated,large
40.0,27.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
46.0,34.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
50.0,39.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
77.0,44.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
86.0,52.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
101.0,62.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
113.0,69.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
129.0,75.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
150.0,83.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
165.0,84.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
186.0,86.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
203.0,87.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
219.0,89.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
242.0,90.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
259.0,92.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
279.0,93.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
301.0,95.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
324.0,97.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
350.0,98.0,18.0,3d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,5.0,filler,45.5,compatibilizer,4.5,ribbons,bacteria_dominated,large
52.0,19.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
75.0,13.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
102.0,17.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
114.0,28.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
121.0,36.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
133.0,43.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
141.0,50.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
151.0,57.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
172.0,61.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
189.0,65.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
205.0,68.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
225.0,73.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
244.0,77.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
260.0,81.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
274.0,83.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
290.0,87.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
310.0,90.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
321.0,93.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
335.0,96.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
350.0,99.0,18.0,4d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,30.0,no_additive,0.0,ribbons,bacteria_dominated,large
25.0,7.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
48.0,10.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
74.0,11.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
102.0,11.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
111.0,19.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
122.0,26.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
129.0,31.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
143.0,37.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
149.0,42.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
162.0,45.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
182.0,49.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
201.0,54.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
227.0,61.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
246.0,67.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
270.0,74.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
289.0,79.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
304.0,83.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
319.0,87.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
330.0,90.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
348.0,94.0,18.0,5d,88.0,12.0,aerobic,microbial_enzymatic,yes,26.0,marine_aquatic,plasticizer,7.0,filler,27.3,compatibilizer,2.7,ribbons,bacteria_dominated,large
7.0,23.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
8.0,29.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
9.0,33.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
9.0,41.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
10.0,48.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
11.0,54.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
12.0,61.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
13.0,68.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
13.0,74.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
14.0,78.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
14.0,85.0,19.0,1a,81.9,19.1,aerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
7.0,2.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
8.0,2.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
9.0,2.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
9.0,2.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
11.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
11.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
12.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
13.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
14.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
15.0,3.0,19.0,1b,81.9,19.1,anaerobic,microbial_enzymatic,no,30.0,laboratory_mineral_media,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,diverse_environmental,lab
2.0,29.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
3.0,41.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
4.0,49.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
4.0,61.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
5.0,71.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
6.0,82.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
6.0,91.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
7.0,99.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
14.0,99.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
20.0,99.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
31.0,100.0,19.0,2,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,50.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
3.0,25.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
6.0,37.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
7.0,54.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
10.0,61.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
12.0,69.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
13.0,74.0,19.0,3,81.9,19.1,aerobic,microbial_enzymatic,yes,30.0,laboratory_mineral_media,filler,25.0,no_additive,0.0,no_additive,0.0,sheets,diverse_environmental,lab
