biodegradation_time_days,biodegradation_percentage,study_id,instance,phb_initial_mol,phv_initial_mol,biodegradation_condition,degradation_mechanism,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes,additives
81.0,6.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
90.0,6.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
97.0,6.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
104.0,7.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
112.0,7.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
118.0,7.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
125.0,7.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
134.0,7.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
141.0,8.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
147.0,8.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
155.0,8.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
163.0,9.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
168.0,9.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
175.0,10.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
183.0,11.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
200.0,14.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
216.0,18.0,4,3,95,5,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,plasticizer,10.0,filler,4.5,no_additive,0.0,pellets,bacteria_dominated,yes
7.0,0.0,5,1,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
14.0,4.0,5,1,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
21.0,9.0,5,1,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
28.0,10.0,5,1,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
7.0,0.0,5,2,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,5.0,5,2,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,10.0,5,2,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,12.0,5,2,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,2.0,5,3,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,8.0,5,3,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,13.0,5,3,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,15.0,5,3,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,4,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,13.0,5,4,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,21.0,5,4,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,24.0,5,4,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,4.0,5,5,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,13.0,5,5,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,38.0,5,5,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,47.0,5,5,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,13.0,5,6,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,31.0,5,6,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,45.0,5,6,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,53.0,5,6,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,13.0,5,7,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,43.0,5,7,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,81.0,5,7,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,88.0,5,7,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,27.0,5,8,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,55.0,5,8,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,83.0,5,8,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,99.0,5,8,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,9,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
14.0,4.0,5,9,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
21.0,10.0,5,9,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
28.0,10.0,5,9,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
7.0,1.0,5,10,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,4.0,5,10,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,5.0,5,10,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,8.0,5,10,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,11,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,7.0,5,11,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,8.0,5,11,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,10.0,5,11,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,12,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,11.0,5,12,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,14.0,5,12,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,18.0,5,12,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,13,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,12.0,5,13,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,20.0,5,13,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,34.0,5,13,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,14,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,29.0,5,14,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,32.0,5,14,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,40.0,5,14,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,15,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,29.0,5,15,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,36.0,5,15,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,42.0,5,15,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,4.0,5,16,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,36.0,5,16,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,49.0,5,16,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,62.0,5,16,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,1.0,5,17,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
14.0,4.0,5,17,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
21.0,9.0,5,17,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
28.0,9.0,5,17,94,6,aerobic,all_mechanisms,26.1,soil,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
7.0,1.0,5,18,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,5.0,5,18,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,9.0,5,18,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,10.0,5,18,94,6,aerobic,all_mechanisms,26.1,soil,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,1.0,5,19,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,7.0,5,19,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,12.0,5,19,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,15.0,5,19,94,6,aerobic,all_mechanisms,26.1,soil,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,2.0,5,20,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,12.0,5,20,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,20.0,5,20,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,23.0,5,20,94,6,aerobic,all_mechanisms,26.1,soil,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,4.0,5,21,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,13.0,5,21,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,23.0,5,21,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,38.0,5,21,94,6,aerobic,all_mechanisms,26.1,soil,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,6.0,5,22,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,30.0,5,22,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,35.0,5,22,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,44.0,5,22,94,6,aerobic,all_mechanisms,26.1,soil,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,11.0,5,23,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,36.0,5,23,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,43.0,5,23,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,58.0,5,23,94,6,aerobic,all_mechanisms,26.1,soil,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,21.0,5,24,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,42.0,5,24,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,52.0,5,24,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,75.0,5,24,94,6,aerobic,all_mechanisms,26.1,soil,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,25,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
14.0,8.0,5,25,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
21.0,13.0,5,25,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
28.0,21.0,5,25,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
7.0,1.0,5,26,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,26.0,5,26,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,28.0,5,26,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,33.0,5,26,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,1.0,5,27,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,30.0,5,27,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,33.0,5,27,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,38.0,5,27,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,4.0,5,28,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,30.0,5,28,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,38.0,5,28,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,53.0,5,28,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,6.0,5,29,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,37.0,5,29,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,45.0,5,29,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,63.0,5,29,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,17.0,5,30,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,51.0,5,30,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,74.0,5,30,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,78.0,5,30,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,19.0,5,31,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,68.0,5,31,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,99.0,5,31,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,99.0,5,31,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,60.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,31.0,5,32,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,71.0,5,32,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,99.0,5,32,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,99.0,5,32,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,70.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,0.0,5,33,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
14.0,8.0,5,33,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
21.0,14.0,5,33,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
28.0,21.0,5,33,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,no_additive,0.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,no
7.0,1.0,5,34,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,11.0,5,34,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,0.0,5,34,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,14.0,5,34,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,10.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,1.0,5,35,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,1.0,5,35,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,13.0,5,35,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,21.0,5,35,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,20.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,36,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,7.0,5,36,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,15.0,5,36,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,21.0,5,36,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,30.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,37,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,7.0,5,37,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,25.0,5,37,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
28.0,39.0,5,37,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,40.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
7.0,3.0,5,38,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
14.0,8.0,5,38,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
21.0,39.0,5,38,94,6,aerobic,enzyme_mediated_microbial_biodegradation,25.0,marine_aquatic,filler,50.0,no_additive,0.0,no_additive,0.0,films,bacteria_dominated,yes
